num,name,department_name,subjects,numofstudent,score_nor,same_compare,score_abor,score_retire,score_oversea,score_mt,score_out
1,國立臺灣大學,中國文學系,國x1.50 英x1.25 數乙x1.00 歷x1.25 地x1.00,27,492.81,,,,,,
2,國立臺灣大學,外國語文學系,國x1.25 英x2.00 數乙x1.00 歷x1.00 地x1.00,54,524.1,,594.29,,,,
3,國立臺灣大學,歷史學系,國x1.00 英x1.00 歷x1.00 地x1.00 公x1.00,21,424.45,,,,,,
4,國立臺灣大學,哲學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,20,411.5,,,,,,
5,國立臺灣大學,人類學系,國x1.00 英x1.50 歷x1.00 地x1.00 公x1.00,22,460.05,,508.12,,,,
6,國立臺灣大學,圖書資訊學系,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,20,457.05,,,,,,
7,國立臺灣大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,29,495.8,,498.9,,,,
10,國立臺灣大學,戲劇學系(男),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,11,486.25,,,,,,
11,國立臺灣大學,戲劇學系(女),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,10,490.2,,,,,,
12,國立臺灣大學,數學系,英x1.00 數甲x1.50 物x1.00 化x1.00,16,362.1,,,,,,
13,國立臺灣大學,物理學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,13,414.5,,,,,,420.86
14,國立臺灣大學,化學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,18,405.5,,,,,,
15,國立臺灣大學,地質科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,15,388.6,,,,,,
16,國立臺灣大學,心理學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,44,402.45,,,,,,
17,國立臺灣大學,地理環境資源學系A組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,12,384.25,,,,,,
20,國立臺灣大學,地理環境資源學系B組,國x1.00 英x1.00 數乙x1.00 歷x1.00 地x1.00,7,421.45,,429.03,,,,
21,國立臺灣大學,大氣科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,18,390.8,,,,,,
22,國立臺灣大學,政治學系政治理論組,國x1.25 英x1.25 數乙x1.00 歷x1.00 地x1.00,31,457.75,,,,,,
23,國立臺灣大學,政治學系國際關係組,國x1.25 英x1.25 數乙x1.00 歷x1.00 地x1.00,34,466.74,,472.04,,,469.36,482.56
24,國立臺灣大學,政治學系公共行政組,國x1.25 英x1.25 數乙x1.00 歷x1.00 地x1.00,32,460.61,,,,,,
25,國立臺灣大學,經濟學系,國x1.00 英x1.50 數乙x2.00,56,408.78,,424.09,,,,
26,國立臺灣大學,社會學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,26,422.05,,446.31,,,,
27,國立臺灣大學,社會工作學系,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,20,453.83,英文84.50,,,,,
30,國立臺灣大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,57,448.1,,566.93,461.69,,483.25,
31,國立臺灣大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,4,430.6,,,,,,
32,國立臺灣大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,18,435.7,,,443.31,,,
33,國立臺灣大學,藥學系,英x1.00 數甲x1.00 物x1.00 化x1.50 生x1.00,20,462.15,,,462.75,,,
34,國立臺灣大學,醫學檢驗暨生物技術學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,17,407.85,,414.18,,,,
35,國立臺灣大學,護理學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,23,394.95,,,,,,
36,國立臺灣大學,物理治療學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,15,411.85,,,,,,
37,國立臺灣大學,職能治療學系,國x1.25 英x1.50 數甲x1.00 生x1.00,17,394.23,,412.81,,,,
40,國立臺灣大學,土木工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,50,394.6,,,,,,
41,國立臺灣大學,機械工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,31,406.6,,411.21,,,,
42,國立臺灣大學,化學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,25,407.95,,435.44,,,,
43,國立臺灣大學,工程科學及海洋工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,15,400.1,,,,,,
44,國立臺灣大學,材料科學與工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,10,420.85,,427.41,,,,
45,國立臺灣大學,醫學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,19,406.05,,,,,,
46,國立臺灣大學,農藝學系,國x1.00 英x1.00 數甲x1.00 化x1.25 生x1.25,17,431.83,,,,,,
47,國立臺灣大學,生物環境系統工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,21,389.2,,,390.13,,,
50,國立臺灣大學,農業化學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,26,390.25,,,,,,
51,國立臺灣大學,森林環境暨資源學系,英x1.00 數甲x1.00 物x1.50 化x1.50 生x2.00,33,530.1,,,,,,
52,國立臺灣大學,動物科學技術學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,19,384.4,,,,,,
53,國立臺灣大學,農業經濟學系,國x1.50 英x2.00 數甲x2.00,23,436.6,英文89.00,,,,,
54,國立臺灣大學,園藝暨景觀學系,國x1.00 英x1.00 物x1.00 化x1.50 生x1.50,24,475.25,,,,,,
55,國立臺灣大學,獸醫學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,23,415.75,,451.51,,,,
56,國立臺灣大學,生物產業傳播暨發展學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,31,543.48,,,,,,
57,國立臺灣大學,生物機電工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,22,395.4,,,,,,
60,國立臺灣大學,昆蟲學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,24,373.2,,,,,,
61,國立臺灣大學,植物病理與微生物學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,25,391.75,生物80.00,393.39,,,,
62,國立臺灣大學,工商管理學系企業管理組,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,19,611.3,,,,,,
63,國立臺灣大學,工商管理學系科技管理組,國x1.00 英x2.00 數甲x2.00 物x1.00 化x1.00,14,565.7,,,,,,
64,國立臺灣大學,會計學系,國x1.25 英x2.00 數乙x1.25 歷x1.00 地x1.00,53,558.1,,575.86,,,,
65,國立臺灣大學,財務金融學系,國x1.00 英x1.50 數乙x2.00,61,414.65,,439.38,,,,
66,國立臺灣大學,國際企業學系,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,40,615.9,,635.31,,,,
67,國立臺灣大學,資訊管理學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,12,414.25,,,,,,
70,國立臺灣大學,公共衛生學系,英x1.25 數甲x1.25 化x1.00,11,278.69,,,,,,
71,國立臺灣大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,47,424.95,,475.07,,,,
72,國立臺灣大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,26,423.4,,495.99,,,,
73,國立臺灣大學,法律學系法學組,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.25,34,455.95,,495.52,,,,
74,國立臺灣大學,法律學系司法組,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.25,35,459.32,,520.07,,,,
75,國立臺灣大學,法律學系財經法學組,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.25,34,465.15,,476,,,,
76,國立臺灣大學,生命科學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,36,395.35,,,,,,
77,國立臺灣大學,生化科技學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,19,403.5,,,,,,
100,國立臺灣師範大學,教育學系(自費),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,19,465.63,,562.92,,,,
101,國立臺灣師範大學,教育學系(公費)-臺東縣,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,1,520.98,,,,,,
102,國立臺灣師範大學,教育心理與輔導學系,國x1.00 英x1.25 數乙x1.25 歷x1.00 公x1.00,9,451.98,,460.84,,,,
103,國立臺灣師範大學,社會教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,21,500.2,,511.08,,,,
104,國立臺灣師範大學,健康促進與衛生教育學系,國x1.00 英x2.00 數甲x1.00 生x2.00,8,434.1,,,,,,
105,國立臺灣師範大學,人發與家庭系家庭生活教育組,國x2.00 英x2.00 數乙x1.75,4,465.05,,,,,,
106,國立臺灣師範大學,人發與家庭系幼兒發展教育組,國x2.00 英x2.00 數乙x1.75,5,463.6,,,,,,
107,國立臺灣師範大學,公民教育與活動領導學系,國x1.25 英x1.25 數乙x1.00 公x2.00,37,437.43,公民83.60,,,,,
110,國立臺灣師範大學,特殊教育學系(自費),國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,14,423.1,,,,,,
111,國立臺灣師範大學,特殊教育學系(公費)-臺東縣,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,1,450.79,,,,,,
112,國立臺灣師範大學,學習科學學士學位學程,國x1.00 英x1.50 數甲x1.00,4,260.08,,,,,,
113,國立臺灣師範大學,教育學院學士班,國x1.00 英x1.00 數乙x1.00 公x1.00,4,327,,,,,,
114,國立臺灣師範大學,國文學系,國x2.00 英x1.50 歷x1.00 地x1.00,25,444.33,,450.22,,,,
115,國立臺灣師範大學,英語學系,國x1.50 英x2.00 數乙x1.00,28,370.4,,,,,,
116,國立臺灣師範大學,歷史學系,國x1.25 英x1.25 數乙x1.00 歷x1.50 地x1.00,33,458.63,,478.23,,,,
117,國立臺灣師範大學,地理學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.50,25,443.8,,,,,,
120,國立臺灣師範大學,臺灣語文學系,國x1.50 英x1.50 歷x1.00 地x1.00 公x1.50,8,515.15,,522.49,,,,
121,國立臺灣師範大學,數學系,國x1.00 英x1.00 數甲x2.00 物x1.50 化x1.00,30,434.5,,,,,,
122,國立臺灣師範大學,物理學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,12,420.95,,,,,,
123,國立臺灣師範大學,化學系,國x1.00 英x1.25 數甲x1.00 物x1.50 化x1.75,30,459.51,,,,,,
124,國立臺灣師範大學,生命科學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.50,27,433.5,,,,,,
125,國立臺灣師範大學,地球科學系,英x1.00 數甲x2.00 物x2.00 化x1.50,15,421,,,,,,
126,國立臺灣師範大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,13,370.4,,,,,,
127,國立臺灣師範大學,營養科學學士學位學程,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,15,465.5,,,,,,
130,國立臺灣師範大學,工業教育學系,國x1.00 英x1.50 數甲x1.50,1,294.3,,,,,,
131,國立臺灣師範大學,科技應用與人資發展系(自費),國x1.00 英x1.25 數甲x1.25 物x1.00 化x1.00,14,365.09,,,,,,
132,國立臺灣師範大學,科技與人資發展系(公費)臺南,國x1.00 英x1.25 數甲x1.25 物x1.00 化x1.00,1,448.43,,,,,,
133,國立臺灣師範大學,圖文傳播學系,國x1.25 英x1.25 數甲x1.00 物x1.00 化x1.00,11,372.18,,,,,,
134,國立臺灣師範大學,機電工程學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,18,516.83,,,,,,
135,國立臺灣師範大學,電機工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,15,566.8,,,,,,
136,國立臺灣師範大學,車輛與能源工程學士學位學程,國x1.00 英x1.00 數甲x1.50 物x1.50,3,342.95,,,,,,
137,國立臺灣師範大學,光電工程學士學位學程,國x1.00 英x1.00 數甲x2.00 物x2.00 化x1.50,6,518.25,,,,,,
140,國立臺灣師範大學,美術學系國畫組,國x1.00 英x1.00 歷x1.00 術x2.00,3,348.2,,,,,,
141,國立臺灣師範大學,美術學系西畫組,國x1.00 英x1.00 歷x1.00 術x2.00,5,368.3,,,,,,
142,國立臺灣師範大學,設計學系視覺設計組,國x1.25 英x1.25 歷x1.00 術x2.00,5,391.73,,,,,,
143,國立臺灣師範大學,設計學系產品設計組,國x1.00 英x1.25 數甲x1.25 物x1.25,9,322.34,,,,,,
144,國立臺灣師範大學,體育學系,國x1.00 英x1.00 數甲x1.00 生x2.00 術x2.00,6,404.91,,,,,,
145,國立臺灣師範大學,華語文教學系應用華語文學組,國x2.00 英x2.00 歷x1.00 地x1.00,12,486.5,英文90.00,,,,,
146,國立臺灣師範大學,東亞學系,國x2.00 英x2.00 數乙x1.00 公x1.00,23,476,,480.24,,,,
147,國立臺灣師範大學,企業管理學系,國x1.50 英x2.00 數乙x2.00,17,457.5,,,,,,
150,國立臺灣師範大學,音樂學系,國x1.00 英x1.00 術x2.00,1,328.82,,,,,,
151,國立臺灣師範大學,表演藝術學士學位學程,國x1.75 英x1.25 術x1.50,9,292.4,,,,,,
152,國立中興大學,中國文學系,國x2.00 英x1.50 歷x1.25,20,376.33,,,,,,
153,國立中興大學,外國語文學系,國x1.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,31,456.8,,,,,,
154,國立中興大學,歷史學系,國x1.00 英x1.00 數乙x1.00 歷x1.50 地x1.00,24,410.4,,,,,,
155,國立中興大學,財務金融學系,國x1.00 英x2.00 數乙x2.00,19,418.5,,,,,,
156,國立中興大學,企業管理學系,國x1.00 英x2.00 數乙x2.00,19,409.4,,,,,,
157,國立中興大學,法律學系,國x1.50 英x1.00 數乙x1.00 歷x1.00 公x1.50,17,484.15,,,,,,
160,國立中興大學,行銷學系,國x1.00 英x2.00 數乙x2.00,13,409.3,數學乙87.40,,,,,
161,國立中興大學,資訊管理學系,國x1.00 英x2.00 數甲x2.00,19,355.2,數學甲61.60,,,,,
162,國立中興大學,會計學系,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,9,556.4,,,,,,
163,國立中興大學,應用經濟學系,國x1.00 英x2.00 數甲x1.50,27,318.1,,,,,,
164,國立中興大學,化學系(自費),國x1.00 英x1.50 數甲x2.00 物x1.00 化x2.00,21,511.5,,,,,,
165,國立中興大學,化學系(公費)-花蓮縣,國x1.00 英x1.50 數甲x2.00 物x1.00 化x2.00,1,599.23,,,,,,
166,國立中興大學,物理學系一般物理組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,5,444.1,,,,,,
167,國立中興大學,物理學系光電物理組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,5,449.98,,,,,,
170,國立中興大學,應用數學系應用數學組,國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,15,460.08,,,,,,
171,國立中興大學,應用數學系數據科學與計算組,國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,16,462.35,,474.36,,,,
172,國立中興大學,機械工程學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,34,505.88,,,,,,
173,國立中興大學,土木工程學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,63,483.23,數學甲51.60,,,,,
174,國立中興大學,環境工程學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.50,29,428.1,,,,,,
175,國立中興大學,化學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,25,349,,,,,,
176,國立中興大學,材料科學與工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,22,352.3,,,,,,
177,國立中興大學,電機工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,382.25,,,,,,
200,國立中興大學,電機工程學系乙組,英x1.00 數甲x2.00 物x2.00 化x1.00,28,424.05,,,,,,
201,國立中興大學,資訊科學與工程學系,國x1.00 英x1.00 數甲x1.50 物x1.00 化x1.00,20,391.25,,,,,,
202,國立中興大學,水土保持學系,國x1.00 英x1.50 數甲x2.00 物x2.00 化x1.00,23,476,,,,,,
203,國立中興大學,生物產業機電工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,22,338.5,,354.38,,,,
204,國立中興大學,農藝學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,20,443.08,,,,,,
205,國立中興大學,園藝學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x2.00,21,468.63,,,,,,
206,國立中興大學,森林學系林學組,英x1.50 數甲x1.00 物x1.00 化x1.00 生x1.50,14,364.15,,,,,,
207,國立中興大學,森林學系木材科學組,英x1.50 數甲x1.00 物x1.25 化x1.50 生x1.00,14,372.93,,,,,,
210,國立中興大學,植物病理學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,21,448.45,,,,,,
211,國立中興大學,昆蟲學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,24,417.55,,,,,,
212,國立中興大學,動物科學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,12,476.55,,,,,,
213,國立中興大學,土壤環境科學系,英x2.00 數甲x1.00 物x1.00 化x2.00 生x2.00,23,490.3,,512.88,,,,
214,國立中興大學,食品暨應用生物科技學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,21,451.83,,,,,,
215,國立中興大學,生物科技學士學位學程,國x1.00 英x1.50 物x1.00 化x1.50 生x1.50,11,464.3,,,,,,
216,國立中興大學,景觀與遊憩學士學位學程,國x1.00 英x1.50 數甲x1.50 物x1.00,6,324.7,,,,,,
217,國立中興大學,國際農企業學士學位學程,國x1.00 英x2.00 數甲x1.00 生x1.00,4,356.4,,,,,,
220,國立中興大學,生命科學系,國x1.00 英x1.25 數甲x1.00 化x1.75 生x1.75,24,472.09,,473.85,,,,
221,國立中興大學,獸醫學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,32,526.93,,,,,,
222,國立成功大學,中國文學系,國x1.50 英x1.00 數乙x1.00 歷x1.00 地x1.00,40,422.7,,,,,,
223,國立成功大學,外國語文學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,35,511.9,,,,,,
224,國立成功大學,歷史學系,國x1.25 英x1.25 歷x1.50 地x1.00,29,391.61,,417.32,,,,
225,國立成功大學,台灣文學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,24,535.4,,,,,,
226,國立成功大學,數學系,英x1.50 數甲x2.00 物x1.50,21,357.05,,,,,,
227,國立成功大學,物理學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,26,440.35,,,,,,
230,國立成功大學,化學系,國x1.00 英x1.00 數甲x1.25 物x1.25 化x1.50,28,445.6,,,,,,
231,國立成功大學,地球科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,24,349.8,,,,,,
232,國立成功大學,光電科學與工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,23,381.15,,,,,,
233,國立成功大學,機械工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,68,372.8,,,,,,
234,國立成功大學,化學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,72,376.6,,,,,,
235,國立成功大學,材料科學及工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,38,387.75,,,,,,
236,國立成功大學,資源工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,25,358.2,,,,,,
237,國立成功大學,土木工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,50,362.75,,,,,,
240,國立成功大學,水利及海洋工程學系,國x1.00 英x1.25 數甲x1.75 物x1.50 化x1.00,26,451.09,,,,,,
241,國立成功大學,工程科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,21,375.4,,375.64,,,,
242,國立成功大學,系統及船舶機電工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,28,362.7,,,,,,
243,國立成功大學,航空太空工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,19,375.75,,,,,,
244,國立成功大學,環境工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,23,359.5,,,,,,
245,國立成功大學,測量及空間資訊學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,20,355.75,,,,,,
246,國立成功大學,生物醫學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,14,379.8,,,,,,
247,國立成功大學,工業與資訊管理學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,20,369.1,,370.58,,,,
250,國立成功大學,交通管理科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,24,353.5,,,,,,
251,國立成功大學,企業管理學系,國x1.00 英x1.25 數乙x1.00,46,271.43,,,,,,
252,國立成功大學,統計學系,國x1.00 英x1.50 數甲x1.50,34,299.65,,,,,,
253,國立成功大學,會計學系,國x1.00 英x2.00 數乙x2.00,24,427.4,,,,,,
254,國立成功大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,36,434,,534.87,446.81,,,
255,國立成功大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,9,419.25,,,,,,
256,國立成功大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,13,425.35,,,427.4,,,
257,國立成功大學,醫學檢驗生物技術學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.25,18,449.6,,,,,,
260,國立成功大學,護理學系,國x1.00 英x1.50 數甲x1.00 化x1.00 生x1.50,20,451.08,,,,,,
261,國立成功大學,職能治療學系,國x1.00 英x1.00 數甲x1.00 物x1.00 生x1.00,13,384.05,,386.98,,,,
262,國立成功大學,物理治療學系,國x1.00 英x1.25 數甲x1.00 物x1.00 生x1.00,17,409.6,,422.74,,,,
263,國立成功大學,藥學系,國x1.00 英x1.00 數甲x1.00 化x1.25 生x1.00,6,443.28,,460.18,,,,
264,國立成功大學,政治學系,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,29,432.35,,,,,,
265,國立成功大學,經濟學系,國x1.50 英x2.00 數乙x2.00,25,467,,,,,,
266,國立成功大學,法律學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 公x1.00,39,402.2,國文82.40,407.43,,,,
267,國立成功大學,心理學系,國x1.00 英x1.50 數甲x1.50 化x1.00 生x1.00,30,454.28,,,,,,
270,國立成功大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,62,400.9,,406.89,,,,
271,國立成功大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,48,395.9,,,,,,
272,國立成功大學,建築學系,國x1.25 英x1.00 數甲x1.25 物x1.25 化x1.00,24,438.98,,479.49,,,,
273,國立成功大學,都市計劃學系(自然組),國x1.50 英x1.50 數甲x1.50 物x1.00 化x1.00,10,465.73,,,,,,
274,國立成功大學,都市計劃學系(社會組),國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,11,520.38,,,535.42,,,
275,國立成功大學,工業設計學系,國x1.00 英x1.50 數甲x1.00 物x1.50 化x1.00,25,433,,,,,,
276,國立成功大學,生命科學系,英x1.25 數甲x1.00 物x1.00 化x1.50 生x1.50,24,449.95,,,,,,
277,國立成功大學,生物科技與產業科學系,英x1.50 數甲x1.00 物x1.00 化x1.50 生x1.50,15,459.48,,,,,,
300,國立成功大學,全校不分系學士學位學程,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,4,395.35,,,,,,
301,東吳大學,中國文學系,國x2.00 英x1.00 歷x1.00,93,278.8,,281.48,,,,
302,東吳大學,歷史學系,國x2.00 英x1.50 歷x2.00,11,400.3,,,,,,
303,東吳大學,哲學系,國x2.00 英x2.00 數乙x2.00 公x1.00,13,463.8,,,,,,
304,東吳大學,政治學系,國x1.50 英x1.50 數乙x1.00 公x1.50,31,408.28,,,,,,
305,東吳大學,社會學系,國x1.50 英x1.50 數乙x1.00 公x1.50,46,385.68,,,,,,
306,東吳大學,社會工作學系,國x1.50 英x1.50 數乙x1.00 公x1.50,39,376.23,,,,,,
307,東吳大學,音樂系-聲樂.弦樂.理論作曲,國x1.00 英x1.00 術x2.00,12,221.11,,,,,,
310,東吳大學,音樂系-銅管樂.木管樂.擊樂,國x1.00 英x1.00 術x2.00,6,265.63,,,,,,
311,東吳大學,英文學系,國x1.50 英x2.00 數乙x1.00,47,320.7,,,,,,
312,東吳大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,59,419.63,,423.2,,,,
313,東吳大學,德國文化學系,國x1.50 英x2.00 數乙x1.00,17,324.9,,,,,,
314,東吳大學,數學系,國x1.50 英x1.50 數甲x2.00,13,273.13,,,,,,
315,東吳大學,物理學系,英x1.00 數甲x1.50 物x2.00,6,232,,,,,,
316,東吳大學,化學系,英x1.00 數甲x1.50 物x1.50 化x2.00,21,283,,,,,,
317,東吳大學,微生物學系應用微生物組,國x1.00 英x2.00 化x2.00 生x1.50,7,399.75,,,,,,
320,東吳大學,微生物學系生物科技組,國x1.00 英x2.00 化x1.50 生x2.00,7,401.1,,,,,,
321,東吳大學,心理學系,國x1.00 英x2.00 數甲x1.50,26,277.2,,,,,,
322,東吳大學,法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,70,427.8,,435.78,,,,
323,東吳大學,經濟學系,國x1.50 英x2.00 數乙x2.00,70,402.7,,,,,,
324,東吳大學,會計學系,國x1.00 英x1.50 數乙x1.50,76,313.1,,,,,,
325,東吳大學,企業管理學系,國x1.00 英x1.50 數乙x1.50,74,290.23,,291.31,,,,
326,東吳大學,國際經營與貿易學系,國x1.00 英x2.00 數乙x1.50,44,346.7,,,,,,
327,東吳大學,財務工程與精算數學系,國x1.00 英x1.00 數乙x2.00,59,307.3,,334.72,,,,
330,東吳大學,資訊管理學系,國x1.00 英x1.50 數乙x2.00,28,328.78,,,,,,
331,東吳大學,巨量資料管理學院學位學程,國x1.50 英x1.50 數乙x2.00,39,369.9,,,,,,
332,國立政治大學,中國文學系,國x1.50 英x1.25 數乙x1.00 歷x1.00,38,377.99,,386.69,,,,
333,國立政治大學,歷史學系,國x1.00 英x1.00 數乙x1.00 歷x1.50 地x1.00,27,437.4,,,,,,
334,國立政治大學,哲學系,國x1.25 英x1.25 數乙x1.25 歷x1.00 公x1.00,16,461.58,,,,,,
335,國立政治大學,教育學系,國x1.00 英x2.00 數乙x1.00,26,331.9,,,,,,
336,國立政治大學,政治學系,國x1.50 英x1.50 數乙x1.25 公x1.00,21,435.93,,,,,,
337,國立政治大學,社會學系,國x1.50 英x1.50 數乙x1.50 公x1.00,20,457.28,,,,,,
340,國立政治大學,財政學系,國x1.00 英x1.50 數乙x1.50,39,344.75,,,,,,
341,國立政治大學,公共行政學系,國x1.00 英x1.50 數乙x1.25 公x1.25,21,416.6,,,,,,
342,國立政治大學,地政學系土地資源規劃組,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,26,524.3,,,,,,
343,國立政治大學,地政學系土地管理組,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,24,529.23,,,,,,
344,國立政治大學,地政學系土地測量與資訊組,國x1.25 英x1.50 數甲x2.00 物x1.00 化x1.00,32,460.25,,,,,,
345,國立政治大學,經濟學系,國x1.00 英x1.50 數乙x2.00,46,390.68,,,,,,
346,國立政治大學,民族學系,國x1.00 英x1.00 公x1.25,14,273.6,,,,,,
