num,name,department_name,subjects,numofstudent,score_nor,same_compare,score_abor,score_retire,score_oversea,score_mt,score_out
347,國立政治大學,外交學系,國x1.50 英x1.75 數乙x1.25 歷x1.00 地x1.00,30,530.68,,,,,,534.4
350,國立政治大學,國際經營與貿易學系,國x1.50 英x2.00 數乙x2.00,32,484.8,英文88.00,,,,,
351,國立政治大學,金融學系,國x1.00 英x2.00 數乙x2.00,33,444.8,數學乙96.80,,,,,
352,國立政治大學,會計學系,國x1.50 英x2.00 數乙x2.00 歷x1.00 地x1.00,50,627,英文85.50,670.33,,,,
353,國立政治大學,統計學系社會組,國x1.50 英x1.50 數乙x2.00 歷x1.00 地x1.00,16,587.1,,,,,,
354,國立政治大學,統計學系自然組,國x1.50 英x1.50 數甲x2.00 物x1.00 化x1.00,7,524.23,,,,,,
355,國立政治大學,企業管理學系,國x1.00 英x2.00 數乙x2.00,54,435.5,,438.67,,,,
356,國立政治大學,資訊管理學系社會組,國x1.00 英x2.00 數乙x2.00,25,432.9,,,,,,
357,國立政治大學,資訊管理學系自然組,國x1.00 英x2.00 數甲x2.00,24,380.6,,,,,,
360,國立政治大學,財務管理學系,國x1.00 英x2.00 數乙x2.00,21,449.2,,,,,,
361,國立政治大學,風險管理與保險學系,國x1.00 英x1.50 數乙x1.50,25,346.6,,,,,,
362,國立政治大學,傳播學院不分系社會組,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,67,488.2,,488.28,,,,
363,國立政治大學,傳播學院不分系自然組,國x1.00 英x1.50 數甲x1.50,6,303.9,,,,,,
364,國立政治大學,英國語文學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,38,526.3,,,,,,
365,國立政治大學,阿拉伯語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.25 地x1.00,21,494.93,,,,,,
366,國立政治大學,斯拉夫語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,33,477.53,,516.23,,,,
367,國立政治大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,15,485.4,,,,,,
370,國立政治大學,韓國語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,12,484.05,,,,,,
371,國立政治大學,土耳其語文學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,14,557.1,國文86.40,,,,,
372,國立政治大學,歐洲語文學系法文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,10,485.83,,,,,,
373,國立政治大學,歐洲語文學系德文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,8,489.48,,,,,,
374,國立政治大學,歐洲語文學系西班牙文組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,7,488.75,,,,,,
375,國立政治大學,東南亞語言文化學士學位學程,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,15,478.23,,,,,,
376,國立政治大學,法律學系,國x1.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,52,504.2,英文89.00,518.48,,,,
377,國立政治大學,應用數學系,國x1.00 英x1.00 數甲x1.50 物x1.00 化x1.00,17,391.75,,,,,,
400,國立政治大學,心理學系,國x1.00 英x1.25 數甲x1.00,19,251.74,,,,,,
401,國立政治大學,資訊科學系,國x1.00 英x1.50 數甲x1.50 物x1.00 化x1.00,21,442.83,,,,,,
402,高雄醫學大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,36,426.45,生物92.20,444.42,437.96,,,
403,高雄醫學大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,2,419.55,,,,,,
404,高雄醫學大學,運動醫學系,國x1.00 英x1.50 物x1.00 化x1.25 生x1.25,18,385.5,,,,,,
405,高雄醫學大學,呼吸治療學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,22,316.95,,325.82,,,,
406,高雄醫學大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,41,419.3,,,424.31,,,
407,高雄醫學大學,口腔衛生學系,國x1.25 英x1.50 數甲x1.00 化x1.00 生x1.50,15,404.68,,,,,,
410,高雄醫學大學,藥學系,國x1.00 英x1.00 物x1.00 化x1.25 生x1.25,34,462.88,,,468.75,,,
411,高雄醫學大學,香粧品學系,國x1.00 英x2.00 數甲x1.00 化x1.50 生x1.50,20,436.85,,,,,,
412,高雄醫學大學,護理學系,國x1.25 英x1.50 數甲x1.00 化x1.00 生x1.50,37,403.73,,,,,,
413,高雄醫學大學,醫學檢驗生物技術學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.25,24,417.18,,,,,,
414,高雄醫學大學,醫學影像暨放射科學系,英x1.00 數甲x1.00 物x1.25 化x1.25 生x1.25,10,381.8,,382.71,,,,
415,高雄醫學大學,公共衛生學系,國x1.00 英x2.00 數甲x2.00 化x1.00 生x1.50,23,445.2,,,,,,
416,高雄醫學大學,職能治療學系,國x1.50 英x1.50 物x1.00 生x1.50,28,418.28,,,,,,
417,高雄醫學大學,物理治療學系,國x1.00 英x1.50 數甲x1.50 物x1.00 生x1.50,16,476.9,,,,,,
420,高雄醫學大學,醫務管理暨醫療資訊學系,國x1.50 英x2.00 數甲x2.00 物x1.00 生x1.00,11,445.2,,,,,,
421,高雄醫學大學,醫藥暨應用化學系醫藥化學組,英x1.50 數甲x1.50 化x1.50 生x1.00,14,359,,,,,,
422,高雄醫學大學,醫藥暨應用化學系應用化學組,英x1.50 數甲x1.50 物x1.00 化x1.50,11,341.7,,,,,,
423,高雄醫學大學,生物醫學暨環境生物學系,國x1.00 英x1.50 數甲x1.00 化x1.25 生x1.50,15,400.68,,,,,,
424,高雄醫學大學,生物科技學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.75,16,402.76,,,,,,
425,高雄醫學大學,心理學系,國x2.00 英x2.00 數甲x1.50 生x1.00,22,460.5,,,,,,
426,高雄醫學大學,醫學社會學與社會工作學系,國x2.00 英x2.00 數甲x1.75 生x1.00,22,405.8,,420.25,,,,
427,中原大學,應用數學系,國x1.25 英x1.25 數甲x2.00,10,251.59,,,,,,
430,中原大學,物理學系物理組,英x1.00 數甲x1.50 物x2.00,9,235.1,,237.32,,,,
431,中原大學,物理學系光電與材料科學組,英x1.00 數甲x1.50 物x2.00,8,232.45,,,,,,
432,中原大學,化學系化學組,英x1.00 數甲x1.50 物x1.50 化x2.00,7,340.75,,,,,,
433,中原大學,化學系材料化學組,英x1.00 數甲x1.50 物x1.50 化x2.00,7,330.7,,,,,,
434,中原大學,心理學系,國x1.50 英x2.00 數甲x2.00,20,323.7,,,,,,
435,中原大學,生物科技學系,英x1.75 化x2.00 生x2.00,19,324.05,,,,,,
436,中原大學,化學工程學系綠能製程組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,9,362.53,,,,,,
437,中原大學,化學工程學系生化工程組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,10,370.58,,,,,,
440,中原大學,化學工程學系材料工程組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,10,382.98,,,,,,
441,中原大學,土木工程學系,國x2.00 英x1.00 數甲x1.00 物x2.00,23,347.15,,,,,,
442,中原大學,機械工程學系,國x2.00 英x1.00 數甲x2.00 物x2.00 化x1.00,13,470.7,,,,,,
443,中原大學,生物醫學工程學系,英x1.00 數甲x2.00 物x2.00 化x2.00,23,354.85,,,,,,
444,中原大學,環境工程學系,國x2.00 英x1.50 數甲x1.00 物x1.00 化x2.00,7,423.6,,,,,,
445,中原大學,電機資訊學院學士班,英x1.00 數甲x1.00 物x1.00,7,170.8,,,,,,
446,中原大學,工業與系統工程學系工程組,國x1.00 英x1.00 數甲x1.00,15,169.6,,,175.86,,,
447,中原大學,工業與系統工程學系管理組,國x1.00 英x1.00 數乙x1.00,6,202.6,,206.62,,,,
450,中原大學,電子工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,28,290.05,,,,,,
451,中原大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,14,250.9,,276.75,,,,
452,中原大學,電機工程學系,英x1.00 數甲x1.00 物x1.00,16,175.65,,,,,,
453,中原大學,商學院不分系,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,49,479.2,,,,,,
454,中原大學,企業管理學系服務業管理組,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,4,494.95,,,,,,
455,中原大學,企業管理學系高科技業管理組,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,3,500.8,,,,,,
456,中原大學,企業管理學系工商管理組,國x2.00 英x2.00 數乙x1.75 歷x1.00 地x1.00,2,505.3,,,,,,
457,中原大學,國際經營與貿易學系,國x1.75 英x2.00 數乙x2.00,7,407.7,,,,,,
460,中原大學,會計學系,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,13,517,,,,,,
461,中原大學,資訊管理學系,國x1.75 英x2.00 數乙x2.00,3,412.3,,,,,,
462,中原大學,財務金融學系,國x1.75 英x2.00 數乙x2.00 歷x1.00 地x1.00,15,514.9,,583.65,,,,
463,中原大學,財經法律學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,20,453.1,,,,,,
464,中原大學,建築學系,國x1.75 英x1.75 數甲x2.00 物x1.00 化x1.00,14,487.15,,,,,,
465,中原大學,室內設計學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x1.50,9,534.8,,,,,,
466,中原大學,商業設計學系商業設計組,國x2.00 英x2.00 數乙x1.00 歷x1.50 地x1.00,19,476.2,,,,,,
467,中原大學,商業設計學系產品設計組,國x2.00 英x2.00 數甲x1.00 物x1.00 化x1.00,14,385.1,,,,,,
470,中原大學,景觀學系,國x1.00 英x1.50 數乙x1.00 歷x2.00 地x2.00,8,472.93,,,,,,
471,中原大學,特殊教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,12,387.78,,397.05,,,,
472,中原大學,應用外國語文學系,國x1.50 英x2.00 歷x1.00 地x1.00,13,368.9,,369.18,,,,
473,中原大學,應用華語文學系,國x2.00 英x1.75 歷x1.25 地x1.00,11,387.16,,,,,,
474,東海大學,中國文學系,國x2.00 英x1.75 歷x2.00,47,345.1,,352.56,,,,
475,東海大學,外國語文學系,國x1.25 英x2.00 歷x1.00,58,262.5,,,,,,
476,東海大學,歷史學系,國x2.00 英x1.75 歷x2.00,24,353.28,,360.03,,,,
477,東海大學,日本語言文化學系,國x1.75 英x2.00 歷x1.50,27,330.5,,,,,,
500,東海大學,哲學系,國x2.00 英x1.50 數乙x1.00 歷x1.00 公x1.75,18,430.45,,,,,,
501,東海大學,應用物理學系(A組),國x1.00 英x1.00 數甲x1.00,4,166.4,,,,,,
502,東海大學,應用物理學系(B組),國x1.00 英x1.00 數乙x1.00,3,186.75,,,,,,
503,東海大學,化學系化學組,英x1.50 數甲x1.50 物x1.00 化x2.00,6,301.78,,,,,,
504,東海大學,化學系化學生物組(A組),英x1.50 數甲x1.50 物x1.00 化x2.00,3,301.33,,,,,,
505,東海大學,化學系化學生物組(B組),英x1.50 數甲x1.00 化x2.00 生x1.50,3,330.55,,,,,,
506,東海大學,生命科學系生物醫學組,國x1.75 英x2.00 化x1.00 生x2.00,7,427.2,,,,,,
507,東海大學,生命科學系生態生物多樣性組,國x1.75 英x2.00 生x2.00,7,360.3,,,,,,
510,東海大學,應用數學系(A組),國x1.75 英x1.75 數甲x2.00,3,299.88,,,,,,
511,東海大學,應用數學系(B組),國x1.75 英x1.75 數乙x2.00,2,361.66,,,,,,
512,東海大學,化工與材工系(製程及能源組),國x1.00 英x1.00 數甲x2.00 物x2.00 化x2.00,2,419.45,,,,,,
513,東海大學,化工與材工系(材料工程組),國x1.00 英x1.00 數甲x2.00 物x2.00 化x2.00,8,414.7,,,,,,
514,東海大學,化工與材工系(生化工程組),國x1.00 英x1.00 數甲x2.00 化x1.00 生x2.00,7,374.95,,,,,,
515,東海大學,工工與經營系(設計與生產組),國x1.75 英x2.00 數甲x1.75,10,302.8,,,,,,
516,東海大學,工工與經營系(經營與管理組),國x1.75 英x2.00 數乙x1.75,12,334.03,,,,,,
517,東海大學,環境科學與工程系(自然A組),國x2.00 英x1.50 數甲x1.00 化x2.00,7,360.7,,,,,,
520,東海大學,環境科學與工程系(自然B組),國x2.00 英x1.50 數甲x1.00 生x2.00,11,363.4,,,,,,
521,東海大學,資訊工程學系資電工程組,國x1.50 英x2.00 數甲x2.00,5,323.8,數學甲51.60,,,,,
522,東海大學,資訊工程學系數位創意組,國x2.00 英x2.00 數乙x1.50,5,366.1,,,,,,
523,東海大學,資訊工程學系軟體工程組,國x1.50 英x2.00 數甲x2.00,13,315.4,,,,,,
524,東海大學,電機工程學系,國x2.00 英x1.25 數甲x1.25,23,276.53,,,,,,
525,東海大學,企管學系(行銷與數位經營組),國x2.00 英x2.00 數乙x1.75,20,346.7,,,,,,
526,東海大學,企管學系(服務創新與經營組),國x2.00 英x2.00 數乙x1.75,15,340.4,,,,,,
527,東海大學,企管學系(創業與組織領導組),國x2.00 英x2.00 數乙x1.75,15,341.8,,,,,,
530,東海大學,國際經營與貿易學系,國x1.50 英x2.00 數乙x1.50,88,294.8,,332.19,,,,
531,東海大學,會計學系,國x2.00 英x2.00 數乙x1.00,60,323.5,,,,,,
532,東海大學,財務金融學系,國x1.75 英x2.00 數乙x2.00,49,371.8,,,,,,
533,東海大學,統計學系(巨量資料管理組),國x1.00 英x1.50 數甲x2.00,5,244.18,,,,,,
534,東海大學,統計學系(決策管理組),國x1.00 英x1.50 數乙x2.00,4,291.6,,,,,,
535,東海大學,資管學系(物聯網與大數據組),國x2.00 英x2.00 數乙x1.75,10,375,,,,,,
536,東海大學,資管學系(行銷與電子商務組),國x2.00 英x2.00 數乙x1.75,8,366.95,,,,,,
537,東海大學,經濟學系一般經濟組,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,77,374.98,,379.28,,,,
540,東海大學,經濟學系產業經濟組,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,26,373.85,,378.35,,,,
541,東海大學,政治學系政治理論組,國x1.75 英x2.00 公x2.00,18,378.7,英文46.50,,,,,
542,東海大學,政治學系國際關係組,國x1.75 英x2.00 公x2.00,18,388.4,,,,,,
543,東海大學,行政管理暨政策學系,國x2.00 英x2.00 公x1.50,23,364.9,,,,,,
544,東海大學,社會學系,國x2.00 英x1.50 公x1.50,33,325.2,,367.5,,,,
545,東海大學,社會工作學系,國x2.00 英x2.00 公x1.75,48,365.2,,380.36,,,,
546,東海大學,畜產與生物科技學系(A組),國x1.00 英x1.00 生x2.00,20,246.85,,,,,,
547,東海大學,畜產與生物科技學系(B組),國x1.00 英x1.00 化x2.00,20,221.7,,,,,,
550,東海大學,食品科學系(A組),國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,14,424.1,,,,,,
551,東海大學,食品科學系(B組),國x1.00 英x2.00 數乙x1.00 化x2.00 生x2.00,12,428.3,,,,,,
552,東海大學,餐旅管理學系,國x2.00 英x2.00 數乙x1.50 歷x1.00 地x1.00,14,426.5,,,,,,
553,東海大學,美術學系,國x2.00 英x1.00 歷x1.00 地x1.00 術x2.00,7,400.35,,,,,,
554,東海大學,音樂學系,國x1.00 英x1.00 術x2.00,10,242.78,,,,,,
555,東海大學,建築學系,國x1.50 英x2.00 數甲x1.75 物x1.00 化x1.00,14,501.4,,,,,,
556,東海大學,工業設計學系,國x2.00 英x2.00 數甲x1.75 物x1.00,25,378.5,英文66.75,393.36,,,,
557,東海大學,景觀學系,國x2.00 英x2.00 生x1.50,7,355.65,,,,,,
560,東海大學,法律學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,85,414.68,,,,,,
561,東海大學,國際經管學位學程(英語專班),國x1.00 英x2.00 數乙x1.25,7,280.5,,,,,,
562,東海大學,永續科學與工程學士學位學程,英x2.00 數甲x1.50 化x1.00 生x1.00,24,220.5,,,,,,
563,國立清華大學,中國文學系甲組(一般組),國x1.50 英x1.25 數乙x1.00 歷x1.00 地x1.00,25,444.71,,,,,,
564,國立清華大學,中國文學系乙組(華語教學組),國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,10,460.43,,,,,,
565,國立清華大學,外國語文學系,國x1.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,13,480.8,,,,,,
566,國立清華大學,人文社會學院學士班,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x1.00,31,474.35,,,,,,
567,國立清華大學,教育與學習科技學系,國x2.00 英x2.00 數乙x1.00 歷x1.00,8,470.9,,,,,,
570,國立清華大學,幼兒教育學系,國x1.50 英x1.50 數乙x1.00 歷x1.00,7,387.18,,,,,,
571,國立清華大學,特殊教育學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,13,539,,,,,,
572,國立清華大學,教育心理與諮商學系,國x1.50 英x2.00 數乙x1.50,22,409.5,英文79.50,,,,,
573,國立清華大學,英語教學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,10,506.4,,,,,,
574,國立清華大學,體育學系,國x1.25 英x2.00 數乙x1.25,4,357.75,英文84.00,,,,,
575,國立清華大學,竹師教育學院(雙專長組),國x1.00 英x2.00 數乙x2.00,5,414.2,,,,,,
576,國立清華大學,竹師教育學院(永續發展組),國x1.00 英x2.00 數乙x2.00,7,410.5,,,,,,
577,國立清華大學,經濟學系第1組,國x1.00 英x2.00 數乙x2.00 歷x1.00 地x1.00,22,575.3,,,,,,
600,國立清華大學,經濟學系第2組,國x1.00 英x2.00 數乙x2.00,22,433,,,,,,
601,國立清華大學,科技管理學院學士班,國x1.50 英x2.00 數甲x1.50 物x1.00 化x1.00,8,541.2,,,,,,
602,國立清華大學,計量財務金融學系甲組,國x1.00 英x1.50 數甲x1.50,9,318.98,,,,,,
603,國立清華大學,計量財務金融學系乙組,國x1.00 英x1.50 數乙x1.50,9,357.08,,,,,,
604,國立清華大學,數學系甲組(數學組),國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,6,536.45,,,,,,
605,國立清華大學,數學系乙組(應用數學組),國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,10,532.5,,,,,,
606,國立清華大學,物理學系物理組(甲組一般組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,9,393.58,,,,,,
607,國立清華大學,物理學系物理組(天文物理組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,2,396.2,,,,,,
610,國立清華大學,物理學系光電物理組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,6,391.65,,,,,,
611,國立清華大學,化學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,29,385.4,,,,,,
612,國立清華大學,理學院學士班,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,14,390.8,,,,,,
613,國立清華大學,生醫工程與環境科學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,11,382.45,,,,,,
614,國立清華大學,工程與系統系(低碳綠能組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,9,387.6,,,,,,
615,國立清華大學,工程與系統系(智慧奈米組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,4,390.45,,,,,,
616,國立清華大學,原子科學院學士班,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,5,386.1,,,,,,
617,國立清華大學,化學工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,15,393.1,數學甲78.00,,,,,
620,國立清華大學,動力機械工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,13,397.2,,,,,,
621,國立清華大學,動力機械工程學系乙組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,10,395.25,,,,,,
622,國立清華大學,材料科學工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,13,406.35,,,,,,
623,國立清華大學,材料科學工程學系乙組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,7,403.9,,,,,,
624,國立清華大學,工業工程與工程管理學系,國x1.00 英x1.50 數甲x1.50 物x1.00 化x1.00,15,455.68,數學甲67.20,,,,,
625,國立清華大學,工學院學士班,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,4,403.45,,,,,,
626,國立清華大學,電機工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,421.6,,,,,,
627,國立清華大學,電機工程學系乙組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,6,540.45,英文92.00,,,,,
630,國立清華大學,資訊工程系甲組(電子資訊組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,5,418.9,,,,,,
631,國立清華大學,資訊工程系乙組(資訊工程組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,19,408.3,,417.96,,,,
632,國立清華大學,資訊工程系丙組(人工智慧組),國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,5,411.15,,,,,,
633,國立清華大學,電機資訊學院學士班,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,420.08,,,,,,
634,國立清華大學,生命科學系,英x1.25 數甲x1.00 物x1.00 化x1.25 生x1.25,43,415.39,,,419.56,,,
635,國立清華大學,醫學科學系,英x1.50 數甲x1.00 物x1.00 化x1.50 生x1.50,9,497.45,,,,,,
636,國立清華大學,生命科學院學士班,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,6,378.7,,,,,,
637,國立清華大學,藝術與設計學系創作組,國x1.50 英x1.00 歷x1.50,10,311.75,,,,,,
640,國立清華大學,藝術與設計學系設計組,國x1.50 英x1.00 歷x1.50,11,316.65,,,,,,
641,國立清華大學,藝術學院學士班,國x1.25 英x1.50 數乙x1.50,7,354.5,,402.99,,,,
642,中國醫藥大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,13,421.2,,,430.13,,,
643,中國醫藥大學,醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,22,427.75,,442.8,442.26,,,
644,中國醫藥大學,中醫學系甲組,國x1.00 英x1.00 數甲x1.50 化x1.00 生x1.00,11,468.15,,494.73,471.05,,,
645,中國醫藥大學,中醫學系乙組,國x1.00 英x1.00 數甲x1.50 化x1.00 生x1.00,10,463.95,,491.05,,,,
646,中國醫藥大學,藥學系,國x1.00 英x1.00 數甲x1.00 化x1.00 生x1.00,51,408.95,,414.52,416.16,,,
647,中國醫藥大學,公共衛生學院大一不分系,國x2.00 英x2.00 化x1.00 生x2.00,24,478.8,,,,,,
650,中國醫藥大學,護理學系,國x1.00 英x1.50 化x1.00 生x1.50,23,343.1,,348.27,,,,
651,中國醫藥大學,醫學檢驗生物技術學系,國x1.00 英x1.00 化x1.50 生x1.75,14,416,,,,,,
652,中國醫藥大學,營養學系,國x1.00 英x2.00 化x2.00 生x2.00,9,517.6,,,,,,
653,中國醫藥大學,物理治療學系,英x1.50 數甲x1.00 物x1.00 生x1.25,15,347.35,,,,,,
654,中國醫藥大學,生物科技學系,國x1.00 英x1.25 化x1.25 生x1.50,27,345.39,,,,,,
655,中國醫藥大學,運動醫學系,英x2.00 數甲x1.00 物x1.25 生x1.50,9,362.53,,,,,,
656,中國醫藥大學,中國藥學暨中藥資源學系,英x1.50 數甲x1.00 化x1.50 生x1.50,7,417.48,,,,,,
657,中國醫藥大學,藥用化妝品學系,國x1.00 英x2.00 化x2.00 生x2.00,24,468.2,,,,,,
660,中國醫藥大學,生物醫學影像暨放射科學學系,英x1.25 數甲x1.50 物x1.25 生x1.00,9,335.2,,,,,,
661,國立交通大學,電機工程學系甲組,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,3,421.85,,,,,,
