num,school,department,discipline_name,gsat,chi,eng,math_a,math_b,phy,che,bio,his,geo,cit,ele,same_1,same_2,same_3,rank_108,select_score_108,ori_score_108,avg_108,num_want_108,num_sel_108,low_108,high_108,people_in_108,percent_in_108,rank_107,select_score_107,ori_score_107,avg_107,num_want_107,num_sel_107,low_107,high_107,people_in_107,percent_in_107,profile
1,國立臺灣大學,生物產業傳播暨發展學系,大眾傳播,,1.5,1.5,,1.5,,,,1,1,,,數乙,英文,國文,10,543.48,418.06,83.61,31,31,415.01,420,595,0.0251,11,535.58,411.98,82.4,30,31,410.01,415,705,2.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00163.html
2,國立政治大學,傳播學院大一大二不分系社會組,大眾傳播,,1.5,1.5,,1,,,,1,,1,,國文,英文,歷史,15,488.2,406.83,81.37,66,67,405.01,410,1072,0.0488,14,471.3,392.75,78.55,78,80,390.01,395,1339,5.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00632.html
3,國立交通大學,傳播與科技學系,大眾傳播,,1.5,1.5,,1,,,,1,1,,,國文,英文,數乙,37,476.35,396.96,79.39,11,11,395.01,400,1573,0.0663,35,465.6,388,77.6,16,16,385.01,390,2058,7.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01322.html
4,國立臺灣藝術大學,圖文傳播藝術學系,大眾傳播,英聽(Ｂ級),1.5,2,,2,,,,,,,,英文,數乙,國文,52,431.1,235.15,78.38,20,20,234.01,237,5213,0.1469,47,405.9,221.4,73.8,23,23,219.01,222,6234,16.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05602.html
5,國立臺灣藝術大學,電影學系,大眾傳播,國文(均標) 英文(均標),2,2,,1,,,,1,,1,,英文,國文,歷史,32,534.8,382,76.4,22,22,380.01,385,2728,0.1241,32,506.9,362.07,72.41,23,24,360.01,365,3264,14.2,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05609.html
6,國立屏東大學,國際貿易學系,大眾傳播,,1,2,,2,,,,,,,,英文,數乙,國文,66,381.1,228.66,76.22,1,1,228.01,231,6448,0.1817,80,334.6,200.76,66.92,2,2,198.01,201,10251,26.89,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03623.html
7,國立政治大學,傳播學院大一大二不分系自然組,大眾傳播,,1,1.5,1.5,,,,,,,,,數甲,英文,國文,6,303.9,227.92,75.97,6,6,225.01,228,2890,0.1185,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00630.html
8,國立臺灣藝術大學,廣播電視學系,大眾傳播,國文(均標) 英文(均標) 英聽(Ｂ級),1.5,1.5,,1,,,,1,,1,,國文,英文,歷史,34,454.98,379.15,75.83,21,21,375.01,380,3114,0.1416,31,436.25,363.54,72.71,22,23,360.01,365,3264,14.2,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05610.html
9,國立中正大學,傳播學系,大眾傳播,國文(均標) 英文(均標),1.5,1.5,,1,,,,1,1,,,國文,英文,數乙,53,448.38,373.65,74.73,19,19,370.01,375,3354,0.1415,59,431.41,359.51,71.9,19,19,355.01,360,4402,16.77,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04102.html
10,國立臺灣體育運動大學,運動資訊與傳播學系(傳播組),大眾傳播,,2,2,,,,,,1.75,1,,,英文,國文,歷史,18,489.63,290.15,72.54,4,4,288.01,292,4480,0.1831,20,437.85,259.47,64.87,5,5,256.01,260,7953,29.59,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06006.html
11,世新大學,廣播電視電影學系電影組,大眾傳播,,2,2,,,,,,1,1,1,,英文,國文,歷史,7,500.5,357.5,71.5,19,19,355.01,360,4692,0.2178,7,470.9,336.36,67.27,22,23,335.01,340,5309,23.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04713.html
12,世新大學,廣播電視電影學系電視組,大眾傳播,,2,2,,,,,,1,1,1,,英文,國文,歷史,8,497.8,355.57,71.11,17,18,355.01,360,4692,0.2178,8,467.8,334.14,66.83,15,15,330.01,335,5771,25.85,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04711.html
13,輔仁大學,影像傳播學系,大眾傳播,,2,2,,1,,,,1,1,,,英文,國文,歷史,76,496,354.29,70.86,17,17,350.01,355,5033,0.2123,80,469.2,335.14,67.03,26,26,335.01,340,6137,23.38,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02021.html
14,世新大學,廣播電視電影學系廣播組,大眾傳播,,2,2,,,,,,1,1,1,,英文,國文,歷史,9,495.6,354,70.8,4,4,350.01,355,5153,0.2392,9,462.4,330.29,66.06,5,5,330.01,335,5771,25.85,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04714.html
15,國立東華大學,民族語言與傳播學系,大眾傳播,,2,1,,,,,,,,1,,國文,英文,公民,10,282.95,212.21,70.74,4,4,210.01,213,6524,0.2853,10,228.95,171.71,57.24,4,4,171.01,174,9328,39.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03436.html
16,輔仁大學,新聞傳播學系,大眾傳播,,2,2,,1,,,,1,,1,,國文,英文,歷史,48,492.7,351.93,70.39,30,30,350.01,355,5150,0.2343,45,459.4,328.14,65.63,29,30,325.01,330,5905,25.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02037.html
17,輔仁大學,廣告傳播學系,大眾傳播,,1.5,1.5,,1.5,,,,1,1,,,英文,國文,數乙,80,456.78,351.37,70.27,28,29,350.01,355,5033,0.2123,82,435.45,334.96,66.99,36,36,330.01,335,6598,25.14,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02038.html
18,國立臺灣師範大學,圖文傳播學系,大眾傳播,,1.25,1.25,1,,1,1,,,,,,英文,國文,數甲,137,372.18,338.35,67.67,11,11,335.01,340,5528,0.2684,147,357.7,325.18,65.04,13,13,325.01,330,5860,29.34,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00225.html
19,世新大學,資訊傳播學系,大眾傳播,,2,1,,1,,,,,,2,,國文,英文,公民,19,404.65,269.77,67.44,10,10,268.01,272,6709,0.301,22,354.8,236.53,59.13,15,15,236.01,240,7900,33.93,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04723.html
20,世新大學,新聞學系,大眾傳播,,2,2,,,,,,2,,1,,國文,英文,歷史,4,467.3,267.03,66.76,37,37,264.01,268,7727,0.3433,3,416.7,238.11,59.53,41,41,236.01,240,8878,38.02,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04709.html
21,淡江大學,大眾傳播學系,大眾傳播,,1.5,1.5,,,,,,1,1,1,,英文,國文,歷史,12,394.53,328.77,65.75,19,20,325.01,330,7514,0.3487,12,372.7,310.58,62.12,29,30,310.01,315,7669,34.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01419.html
22,靜宜大學,資訊傳播工程學系(動畫設計組),大眾傳播,,2,,,1,,,,,,2,,數乙,國文,公民,6,325,195,65,6,7,192.01,195,9120,0.409,1,262.2,157.32,52.44,9,9,156.01,159,11623,49.9,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01838.html
23,世新大學,公共關係暨廣告學系,大眾傳播,,2,2,,,,,,2,,1,,國文,英文,歷史,6,451.4,257.94,64.49,39,39,256.01,260,8664,0.3849,4,404.8,231.31,57.83,39,39,228.01,232,9735,41.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04705.html
24,元智大學,資訊傳播學系科技組,大眾傳播,,1,1,,1,,,,,,,,英文,數乙,國文,176,190.3,190.3,63.43,12,12,189.01,192,14331,0.4039,165,156.55,156.55,52.18,11,11,156.01,159,18236,47.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04019.html
25,世新大學,口語傳播學系,大眾傳播,,2,2,,,,,,2,,1,,國文,英文,歷史,8,443.8,253.6,63.4,31,31,252.01,256,9125,0.4054,5,399.6,228.34,57.09,31,32,228.01,232,9735,41.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04704.html
26,銘傳大學,廣播電視學系(台北校區),大眾傳播,,2,2,,,,,,1,,,,國文,英文,歷史,34,314.6,188.76,62.92,10,10,186.01,189,10087,0.3918,21,278.8,167.28,55.76,27,27,165.01,168,12072,42.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04613.html
27,銘傳大學,廣告暨策略行銷學系(台北校區),大眾傳播,,2,2,,,,,,1,,,,國文,英文,歷史,41,307.6,184.56,61.52,20,21,183.01,186,10601,0.4118,33,259.4,155.64,51.88,37,37,153.01,156,14085,49.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04617.html
28,淡江大學,資訊傳播學系,大眾傳播,,1.5,1.5,,1.5,,,,1,1,,,國文,英文,數乙,120,395.1,303.92,60.78,31,31,300.01,305,9390,0.396,129,363.88,279.91,55.98,39,40,275.01,280,11595,44.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01423.html
29,元智大學,資訊傳播學系設計組,大眾傳播,,1,1,,1,,,,,,,,英文,數乙,國文,198,182.15,182.15,60.72,15,16,180.01,183,15961,0.4499,172,153.85,153.85,51.28,13,13,153.01,156,18819,49.37,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04008.html
30,銘傳大學,新聞學系(台北校區),大眾傳播,,2,2,,,,,,1,,,,國文,英文,歷史,44,302.9,181.74,60.58,12,12,180.01,183,11058,0.4296,29,263.2,157.92,52.64,16,16,156.01,159,13575,48.03,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04619.html
31,銘傳大學,新媒體暨傳播管理學系(台北校區),大眾傳播,,2,2,,,,,,1,,,,國文,英文,歷史,45,302.4,181.44,60.48,8,8,180.01,183,11058,0.4296,38,254.64,152.78,50.93,23,24,150.01,153,14621,51.73,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04602.html
32,國立聯合大學,臺灣語文與傳播學系,大眾傳播,,2,2,,,,,,2,1,,,國文,英文,歷史,39,421.8,241.03,60.26,13,13,240.01,244,10425,0.426,41,369.9,211.37,52.84,19,19,208.01,212,14463,53.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/15116.html
33,靜宜大學,資訊傳播工程學系(網路與多媒體應用組),大眾傳播,,2,1,,2,,,,,,,,數乙,英文,國文,209,299.45,179.67,59.89,6,6,177.01,180,16503,0.4652,214,225.25,135.15,45.05,10,10,135.01,138,22210,58.26,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01819.html
34,國立臺中教育大學,科學教育與應用學系(公費),大眾傳播,,2,1,1,,2,2,,,,,,化學,物理,數甲,195,478.36,298.98,59.8,1,1,295.01,300,8937,0.4339,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03120.html
35,國立臺中教育大學,科學教育與應用學系(自費),大眾傳播,,2,1,1,,2,2,,,,,,化學,物理,數甲,199,475.8,297.38,59.48,17,17,295.01,300,8937,0.4339,214,411.85,257.41,51.48,18,18,255.01,260,10813,54.13,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03109.html
36,世新大學,傳播管理學系,大眾傳播,,2,2,,1,,,,2,,1,,英文,數乙,國文,58,475.5,297.19,59.44,36,36,295.01,300,9749,0.4435,58,425.6,266,53.2,37,37,265.01,270,10630,46.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04719.html
37,世新大學,圖文傳播暨數位出版學系,大眾傳播,,2,2,,1,,,,1,,1,,英文,國文,歷史,60,413.2,295.14,59.03,31,32,295.01,300,9749,0.4435,59,364.1,260.07,52.01,30,31,260.01,265,11058,48.11,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04729.html
38,銘傳大學,資訊傳播工程學系(桃園校區),大眾傳播,,2,1,,2,,,,,,,,數乙,英文,國文,226,292.5,175.5,58.5,17,17,174.01,177,17029,0.48,230,236.51,129.01,43,16,16,129.01,132,23413,61.42,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04601.html
39,靜宜大學,資訊傳播工程學系(遊戲開發組),大眾傳播,,2,1,,2,,,,,,,,數乙,英文,國文,229,291.5,174.9,58.3,8,8,174.01,177,17029,0.48,218,224.55,134.73,44.91,11,11,132.01,135,22799,59.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01815.html
40,中國文化大學,大眾傳播學系,大眾傳播,,2,1,,1,,,,2,,2,,英文,國文,數乙,61,458,286.25,57.25,56,57,285.01,290,10609,0.4826,61,392.4,245.25,49.05,57,58,245.01,250,12284,53.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01713.html
41,靜宜大學,大眾傳播學系,大眾傳播,,2,2,,,,,,1.75,,,,國文,英文,歷史,56,326.85,170.53,56.84,17,17,168.01,171,13212,0.5132,9,326.03,200.63,50.16,18,18,200.01,204,13085,56.03,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01829.html
42,中國文化大學,資訊傳播學系,大眾傳播,,2,1,,,,,,1,1,1.5,,英文,國文,歷史,21,368.1,283.15,56.63,43,43,280.01,285,11878,0.5513,63,292.9,195.27,39.05,54,55,195.01,200,17021,74.06,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01712.html
43,亞洲大學,資訊傳播學系,大眾傳播,,2,1,,2,,,,,,,,國文,英文,數乙,244,279.75,167.85,55.95,21,21,165.01,168,18841,0.5311,5,280.4,168.24,56.08,14,14,168.01,171,14845,55.16,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13416.html
44,國立屏東大學,科普傳播學系,大眾傳播,,1.5,1,1,,,,1.25,,,,,國文,生物,數甲,20,256.33,215.86,53.96,11,11,212.01,216,8859,0.5904,17,211.55,178.15,44.54,9,9,176.01,180,9622,66.86,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03617.html
45,國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),大眾傳播,,2,1.75,1,,1.5,,,,,,,數甲,物理,英文,48,335.38,214.64,53.66,6,7,212.01,216,11600,0.5527,47,268.75,172,43,12,12,168.01,172,14070,69.15,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06005.html
46,義守大學,大眾傳播學系,大眾傳播,,2,1,,,,,,2,2,1,,國文,歷史,地理,24,427.9,267.44,53.49,20,20,265.01,270,13286,0.6166,23,376.35,235.22,47.04,24,25,235.01,240,15039,67.36,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04528.html
47,義守大學,電影與電視學系編導製片組,大眾傳播,,2,1.5,,1,,,,1.75,,,,國文,英文,歷史,15,331.5,212.16,53.04,4,4,212.01,216,12934,0.5215,12,287.65,184.1,46.02,6,6,184.01,188,15237,55.49,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04539.html
48,中國文化大學,廣告學系A組,大眾傳播,,2,2,,1,,,,,,1,,國文,英文,公民,29,314.9,209.93,52.48,37,37,208.01,212,12693,0.5694,32,258.4,172.27,43.07,23,23,172.01,176,14361,61.67,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01710.html
49,中國文化大學,新聞學系,大眾傳播,,2,2,,1,,,,1,,2,,國文,英文,歷史,62,418.9,261.81,52.36,60,60,260.01,265,12865,0.5852,62,340.3,212.69,42.54,80,81,210.01,215,15554,67.68,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01709.html
50,慈濟大學,傳播學系,大眾傳播,,2,1,,,,,,1.5,,1.5,,國文,公民,歷史,15,312.35,208.23,52.06,24,25,208.01,212,14631,0.65,16,228.15,152.1,38.02,26,27,152.01,156,18845,80.7,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10804.html
51,佛光大學,傳播學系(流行音樂傳播組),大眾傳播,,2,1,,,,,,2,2,,,國文,歷史,地理,71,362.3,207.03,51.76,5,5,204.01,208,15142,0.6187,75,310.15,177.23,44.31,6,6,176.01,180,19083,71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13021.html
52,長榮大學,大眾傳播學系,大眾傳播,,2,1,,,,,,2,1,,,國文,歷史,地理,74,309.3,206.2,51.55,33,33,204.01,208,15142,0.6187,87,252.95,168.63,42.16,31,32,168.01,172,20171,75.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05118.html
53,義守大學,電影與電視學系影視技術組,大眾傳播,,2,1,,1.5,,,,1.75,,,,國文,英文,歷史,16,317.9,203.46,50.86,9,9,200.01,204,14396,0.5805,14,252.05,161.31,40.33,9,9,160.01,164,18385,66.95,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04571.html
54,真理大學,人文與資訊學系,大眾傳播,,2,1,,,,,,2,,,,歷史,國文,英文,70,253.5,152.1,50.7,13,13,150.01,153,16529,0.6421,71,166.6,99.96,33.32,25,25,99.01,102,23903,84.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07935.html
55,中國文化大學,廣告學系B組,大眾傳播,,1,1,,,,,,,,,1,術科,國文,英文,8,150.2,150.2,50.07,15,15,150.01,152,43,0.0522,9,136.6,136.6,45.53,22,22,136.01,138,60,5.42,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01701.html
56,佛光大學,傳播學系(廣告公關組),大眾傳播,,2,1,,,,,,2,2,,,國文,歷史,地理,83,345.1,197.2,49.3,5,5,196.01,200,16199,0.6619,89,292.95,167.4,41.85,7,7,164.01,168,20721,77.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13003.html
57,中國文化大學,國際貿易學系,大眾傳播,,2,2,,1,,,,1,1,,,英文,國文,數乙,156,343.4,245.29,49.06,66,66,245.01,250,14496,0.6114,184,282.5,201.79,40.36,85,86,200.01,205,19414,73.96,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01730.html
58,南華大學,傳播學系,大眾傳播,,2,1.75,,,,,,2,,,,國文,歷史,英文,80,276.71,144.37,48.12,6,6,144.01,147,17616,0.6843,20,188.6,113.16,37.72,13,13,111.01,114,23879,88.72,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05905.html
59,佛光大學,傳播學系(數位媒體組),大眾傳播,,2,1,,,,,,2,2,,,國文,歷史,地理,91,336.3,192.17,48.04,6,6,192.01,196,16678,0.6815,90,288.6,164.91,41.23,5,5,164.01,168,20721,77.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13015.html
60,真理大學,國際貿易學系,大眾傳播,,2,1,,1,,,,2,2,,,英文,國文,數乙,167,360.95,225.59,45.12,41,41,225.01,230,16440,0.6933,205,270.05,168.78,33.76,63,63,165.01,170,22664,86.35,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07910.html
61,義守大學,傳播產製英語學士學位學程,大眾傳播,,2,2,,,,,,1,1,1,,英文,國文,歷史,33,315,225,45,9,9,220.01,225,17153,0.7961,144,191.8,118.03,29.51,14,14,116.01,120,24949,92.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04577.html
62,大葉大學,傳播藝術學士學位學程,大眾傳播,,2,1,,,,,,2,2,,,國文,歷史,地理,123,308.85,176.49,44.12,13,14,176.01,180,18538,0.7575,132,221.55,126.6,31.65,14,14,124.01,128,24529,91.27,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04253.html
63,玄奘大學,大眾傳播學系,大眾傳播,,2,1,,,,,,2,2,,,國文,歷史,地理,129,293.3,167.6,41.9,37,37,164.01,168,19855,0.8113,134,221.2,126.4,31.6,14,15,124.01,128,24529,91.27,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06501.html
64,真理大學,運動資訊傳播學系,大眾傳播,,2,2,,1,,,,2,,,,國文,英文,數乙,18,288.8,165.03,41.26,28,28,164.01,168,18787,0.7575,16,194.1,110.91,27.73,45,46,108.01,112,24632,89.7,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07932.html
65,國立交通大學,管理科學系,工程,,1,2,,2,,,,,,,,數乙,英文,國文,14,428.9,257.34,85.78,28,28,255.01,258,1519,0.0428,15,415.7,249.42,83.14,24,24,249.01,252,1398,3.67,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01314.html
66,國立臺灣大學,電機工程學系,工程,,1,1,1,,1,1,,,,,,物理,數甲,英文,2,424.95,424.95,84.99,45,47,420.01,425,423,0.0205,1,432.6,432.6,86.52,46,47,430.01,435,314,1.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00131.html
67,國立臺灣大學,資訊工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,3,423.4,423.4,84.68,25,26,420.01,425,423,0.0205,2,429.6,429.6,85.92,26,27,425.01,430,423,2.12,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00127.html
68,國立交通大學,電機工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,4,421.85,421.85,84.37,3,3,420.01,425,423,0.0205,5,425.05,425.05,85.01,4,4,425.01,430,423,2.12,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01303.html
69,國立清華大學,電機工程學系甲組,工程,,1,1,1,,1,1,,,,,,英文,數甲,物理,5,421.6,421.6,84.32,3,3,420.01,425,423,0.0205,4,426.75,426.75,85.35,4,5,425.01,430,423,2.12,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01115.html
70,國立臺灣大學,材料科學與工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,化學,6,420.85,420.85,84.17,9,10,420.01,425,423,0.0205,6,424.3,424.3,84.86,9,9,420.01,425,556,2.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00133.html
71,國立清華大學,電機資訊學院學士班,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,7,420.08,420.08,84.02,3,3,420.01,425,423,0.0205,9,421.9,421.9,84.38,3,3,420.01,425,556,2.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01125.html
72,國立交通大學,資訊工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,8,419.9,419.9,83.98,5,5,415.01,420,558,0.0271,20,409.9,409.9,81.98,17,17,405.01,410,1089,5.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01305.html
73,國立臺中教育大學,資訊工程學系(公費),工程,,1,1.25,1.5,,1.25,,,,,,,數甲,英文,物理,1,419.01,335.21,83.8,1,1,332.01,336,426,0.0203,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03118.html
74,國立清華大學,資訊工程學系甲組(電子資訊組),工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,9,418.9,418.9,83.78,5,5,415.01,420,558,0.0271,12,416.95,416.95,83.39,5,5,415.01,420,724,3.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01116.html
75,國立清華大學,電機工程學系乙組,工程,,1,1.5,1.5,,1.5,1,,,,,,英文,數甲,物理,10,540.45,415.73,83.15,6,6,415.01,420,558,0.0271,16,536.88,412.98,82.6,31,31,410.01,415,900,4.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01132.html
76,國立交通大學,電機工程學系乙組,工程,,,1.5,2,,2,1,,,,,,數甲,物理,英文,1,539.43,331.96,82.99,11,11,328.01,332,831,0.0389,11,417.65,417.65,83.53,11,11,415.01,420,724,3.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01304.html
77,國立清華大學,資訊工程學系丙組(人工智慧組),工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,13,411.15,411.15,82.23,5,5,410.01,415,721,0.035,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01142.html
78,國立交通大學,材料科學與工程學系甲組,工程,,1,1,1,,1,1,,,,,,物理,化學,數甲,14,409.4,409.4,81.88,3,3,405.01,410,913,0.0443,44,393.2,393.2,78.64,30,30,390.01,395,1814,9.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01309.html
79,國立交通大學,資訊工程學系乙組,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,15,409.25,409.25,81.85,20,20,405.01,410,913,0.0443,21,407.85,407.85,81.57,21,21,405.01,410,1089,5.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01306.html
80,國立清華大學,資訊工程學系乙組(資訊工程組),工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,16,408.3,408.3,81.66,18,19,405.01,410,913,0.0443,25,403.5,403.5,80.7,31,31,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01129.html
81,國立臺灣大學,化學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,化學,17,407.95,407.95,81.59,24,25,405.01,410,913,0.0443,13,414.5,414.5,82.9,22,22,410.01,415,900,4.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00125.html
82,國立臺灣師範大學,科技應用與人力資源發展學系(公費),工程,,1,1.25,1.25,,1,1,,,,,,數甲,英文,物理,18,448.43,407.66,81.53,1,1,405.01,410,913,0.0443,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00242.html
83,國立臺灣大學,機械工程學系,工程,,1,1,1,,1,1,,,,,,物理,數甲,化學,19,406.6,406.6,81.32,30,31,405.01,410,913,0.0443,14,414.2,414.2,82.84,25,25,410.01,415,900,4.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00132.html
84,國立清華大學,材料科學工程學系甲組,工程,,1,1,1,,1,1,,,,,,英文,數甲,物理,20,406.35,406.35,81.27,13,13,405.01,410,913,0.0443,18,410.95,410.95,82.19,3,3,410.01,415,900,4.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01113.html
85,國立臺灣大學,醫學工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,21,406.05,406.05,81.21,19,19,405.01,410,913,0.0443,15,414.05,414.05,82.81,10,10,410.01,415,900,4.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00143.html
86,國立清華大學,材料科學工程學系乙組,工程,,1,1,1,,1,1,,,,,,英文,數甲,物理,24,403.9,403.9,80.78,7,7,400.01,405,1110,0.0539,30,402.35,402.35,80.47,11,11,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01135.html
87,國立清華大學,工學院學士班,工程,,1,1,1,,1,1,,,,,,英文,物理,數甲,25,403.45,403.45,80.69,4,4,400.01,405,1110,0.0539,29,402.9,402.9,80.58,5,5,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01123.html
88,國立成功大學,電機工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,27,400.9,400.9,80.18,61,62,400.01,405,1110,0.0539,28,403.15,403.15,80.63,25,25,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00424.html
89,國立臺灣大學,工程科學及海洋工程學系,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,28,400.1,400.1,80.02,15,15,400.01,405,1110,0.0539,26,403.25,403.25,80.65,5,5,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00126.html
90,國立清華大學,動力機械工程學系甲組,工程,,1,1,1,,1,1,,,,,,數甲,物理,英文,30,397.2,397.2,79.44,13,13,395.01,400,1353,0.0657,22,407.1,407.1,81.42,3,3,405.01,410,1089,5.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01112.html
91,國立交通大學,材料科學與工程學系乙組,工程,,1,1,1,,1,1,,,,,,物理,化學,數甲,31,397,397,79.4,11,11,395.01,400,1353,0.0657,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01302.html
92,國立成功大學,資訊工程學系,工程,,1,1,1,,1,1,,,,,,數甲,英文,物理,33,395.9,395.9,79.18,48,48,395.01,400,1353,0.0657,42,394.15,394.15,78.83,57,57,390.01,395,1814,9.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00433.html
