num,school,department,discipline_name,gsat,chi,eng,math_a,math_b,phy,che,bio,his,geo,cit,ele,same_1,same_2,same_3,rank_108,select_score_108,ori_score_108,avg_108,num_want_108,num_sel_108,low_108,high_108,people_in_108,percent_in_108,rank_107,select_score_107,ori_score_107,avg_107,num_want_107,num_sel_107,low_107,high_107,people_in_107,percent_in_107,profile
1778,亞洲大學,休閒與遊憩管理學系(旅遊事業管理組),遊憩與運動,,2,1,,,,,,,2,,,國文,地理,英文,5,284.45,170.67,56.89,11,11,168.01,171,12366,0.5027,3,244,146.4,48.8,13,14,144.01,147,16261,60.23,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13434.html
1779,東海大學,餐旅管理學系,遊憩與運動,,2,2,,1.5,,,,1,1,,,英文,國文,數乙,135,426.5,284.33,56.87,14,14,280.01,285,11147,0.4701,152,380.8,253.87,50.77,15,16,250.01,255,13990,53.3,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00941.html
1780,國立臺灣體育運動大學,體育學系,遊憩與運動,,2,1.75,,,,,,,,,2,國文,英文,術科,3,325.52,169.84,56.61,17,17,168.01,171,99,0.148,4,301.54,157.33,52.44,26,26,156.01,159,126,15.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06002.html
1781,中國文化大學,運動與健康促進學系,遊憩與運動,,2,2,,,,,1.75,,,,,英文,國文,生物,16,324.63,169.37,56.46,3,3,168.01,171,9439,0.6089,12,248.9,129.86,43.29,3,3,129.01,132,10355,69.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01765.html
1782,靜宜大學,觀光事業學系(丙組),遊憩與運動,,2,1,,,,,,2,2,,,國文,地理,歷史,49,394.7,225.54,56.39,12,12,224.01,228,12491,0.5104,50,352.65,201.51,50.38,17,17,200.01,204,15659,58.26,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01840.html
1783,義守大學,休閒事業管理學系甲組,遊憩與運動,,1.75,,,,,,,2,2,,,歷史,地理,國文,19,315.8,164.77,54.92,12,12,162.01,165,16218,0.6621,10,273,142.43,47.48,11,11,141.01,144,19963,74.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04532.html
1784,淡江大學,國際觀光管理學系全英語學士班(蘭陽校園)(海外實習組),遊憩與運動,,1,2,,,,,,,1,,,英文,國文,地理,6,219.5,164.62,54.88,17,17,162.01,165,13341,0.5424,5,182.7,137.02,45.67,34,34,135.01,138,18059,66.89,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01445.html
1785,國立臺東大學,體育學系,遊憩與運動,國文(均標) 社會(後標),2,1.5,,1,,,,,,,,國文,英文,數乙,254,244.6,163.07,54.36,9,9,162.01,165,19415,0.5472,239,188.98,125.99,42,9,9,123.01,126,24623,64.59,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03806.html
1786,國立臺南大學,體育學系,遊憩與運動,,2,1,,2,,,,,,,2,術科,國文,數乙,1,378.82,216.47,54.12,3,3,216.01,220,48,0.0889,1,368.98,210.85,52.71,3,3,208.01,212,28,4.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03310.html
1787,義守大學,休閒事業管理學系乙組,遊憩與運動,,2,,,,,,,2,1.75,,,國文,地理,歷史,20,308.3,160.85,53.62,12,12,159.01,162,16714,0.6824,12,260.1,135.7,45.23,12,13,135.01,138,21012,78.07,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04562.html
1788,實踐大學,餐飲管理學系(臺北校區),遊憩與運動,,1,1.5,,1,,,,,,,,英文,國文,數乙,258,187.2,160.46,53.49,13,14,159.01,162,19960,0.5626,201,164.25,140.79,46.93,17,17,138.01,141,21657,56.81,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05002.html
1789,實踐大學,休閒產業管理學系(高雄校區),遊憩與運動,,2,1.75,,,,,,,,2,,公民,國文,英文,33,307.28,160.32,53.44,14,14,159.01,162,14258,0.6235,25,220.58,115.09,38.36,20,21,114.01,117,18585,78.39,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05031.html
1790,國立臺灣體育運動大學,休閒運動學系,遊憩與運動,,2,1.75,,,,,,1,1,,2,國文,英文,術科,1,413.59,266.83,53.37,6,6,265.01,270,39,0.1048,1,338.4,200.53,50.13,8,8,200.01,204,35,7.71,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06001.html
1791,國立臺北教育大學,體育學系,遊憩與運動,,1.5,1,1.5,,,,1,,,,2,術科,國文,數甲,2,388.71,277.65,55.53,3,3,275.01,280,9,0.0242,2,362,258.57,51.71,5,5,255.01,260,22,4.42,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03212.html
1792,國立東華大學,體育與運動科學系,遊憩與運動,,1,1,1,,,,,,,,2,術科,國文,數甲,1,266.35,213.08,53.27,8,8,212.01,216,24,0.0587,1,266,212.8,53.2,14,14,212.01,216,24,4.61,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03430.html
1793,世新大學,觀光學系餐旅經營管理組,遊憩與運動,,1,2,,1,,,,2,2,,,英文,地理,國文,144,425.4,265.88,53.17,25,25,265.01,270,12545,0.5291,163,385.1,240.69,48.14,33,33,240.01,245,15006,57.17,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04727.html
1794,義守大學,娛樂事業管理學系活動策展組(國際學院),遊憩與運動,,1,2,,,,,,,2,1.5,,英文,地理,公民,3,343.6,211.45,52.86,2,2,208.01,212,13650,0.6313,3,303.4,186.71,46.68,3,3,184.01,188,15346,68.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04567.html
1795,國立屏東大學,體育學系,遊憩與運動,,2,1.75,,,,,1,,,,2,國文,術科,英文,1,353.09,209.24,52.31,6,6,208.01,212,68,0.1545,2,328.96,194.94,48.73,6,6,192.01,196,108,18.75,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03613.html
1796,世新大學,觀光學系旅遊暨休閒事業管理組,遊憩與運動,,1,2,,1,,,,2,2,,,英文,地理,國文,147,416.2,260.12,52.02,29,29,260.01,265,13016,0.5489,165,383.4,239.62,47.92,29,29,235.01,240,15554,59.26,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04726.html
1797,淡江大學,國際觀光管理學系全英語學士班(蘭陽校園)(產業實習組),遊憩與運動,,1,2,,,,,,,1,,,英文,國文,地理,7,206.5,154.88,51.62,18,18,153.01,156,14867,0.6044,6,181.2,135.9,45.3,18,19,135.01,138,18059,66.89,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01416.html
1798,世新大學,觀光學系觀光規劃暨資源管理組,遊憩與運動,,1,2,,1,,,,2,2,,,英文,地理,國文,148,409.9,256.19,51.24,23,23,255.01,260,13514,0.5699,168,375.2,234.5,46.9,22,22,230.01,235,16108,61.37,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04710.html
1799,輔仁大學,體育學系運動健康管理組,遊憩與運動,,2,2,2,,,,1,,,,,國文,英文,數甲,21,356.3,203.6,50.9,20,20,200.01,204,9617,0.6409,19,303.6,173.49,43.37,22,22,172.01,176,9837,68.36,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02036.html
1800,輔仁大學,體育學系體育學組,遊憩與運動,,1,1,1,,,,1,,,,2,術科,國文,英文,4,303.98,253.32,50.66,6,6,250.01,255,33,0.0887,3,289.28,241.07,48.21,16,17,240.01,245,42,8.43,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02035.html
1801,中國文化大學,觀光事業學系,遊憩與運動,,1,2,,,,,,2,1.5,1,,英文,國文,地理,27,379.2,252.8,50.56,40,41,250.01,255,14674,0.6811,24,342.6,228.4,45.68,54,55,225.01,230,16030,71.8,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01733.html
1802,國立體育大學,體育推廣學系B,遊憩與運動,,2,1.75,,1,,,,,,,1.75,英文,國文,術科,2,328.18,201.96,50.49,15,15,200.01,204,83,0.1537,3,308.37,160.89,53.63,16,16,159.01,162,100,12.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03903.html
1803,南華大學,旅遊管理學系,遊憩與運動,,2,,,,,,,2,1.75,,,歷史,地理,國文,25,290.3,151.46,50.49,10,10,150.01,153,18155,0.7412,128,224.4,128.23,32.06,25,25,128.01,132,24285,90.36,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05915.html
1804,義守大學,娛樂事業管理學系影視娛樂組(國際學院),遊憩與運動,,1,2,,,,,,2,,1.5,,英文,歷史,公民,16,326.7,201.05,50.26,5,6,200.01,204,15610,0.6935,15,276.4,170.09,42.52,4,4,168.01,172,17025,72.91,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04543.html
1805,中國文化大學,生活應用科學系,遊憩與運動,,2,1,,1,,,,2,2,,,國文,英文,歷史,153,399.95,249.97,49.99,26,26,245.01,250,14496,0.6114,174,351.9,219.94,43.99,27,27,215.01,220,17761,67.67,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01702.html
1806,國立臺灣體育運動大學,運動健康科學系,遊憩與運動,,1,2,,,1,1.5,2,,,,,生物,英文,化學,6,374.7,249.8,49.96,16,16,245.01,250,8887,0.6851,7,301.9,201.27,40.25,19,19,200.01,205,8780,72.84,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06004.html
1807,實踐大學,觀光管理學系(高雄校區),遊憩與運動,,2,1,,,,,,2,,,,國文,歷史,英文,74,249.5,149.7,49.9,51,51,147.01,150,17080,0.6635,130,190.8,127.2,31.8,100,101,124.01,128,24529,91.27,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05013.html
1808,義守大學,餐旅管理學系餐飲管理組,遊憩與運動,,2,1,,,,,,2,2,,,國文,歷史,地理,82,345.4,197.37,49.34,10,11,196.01,200,16199,0.6619,84,296.4,169.37,42.34,15,16,168.01,172,20171,75.05,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04531.html
1809,義守大學,廚藝學系甲組,遊憩與運動,,2,2,,,,,,2,1,,,國文,英文,歷史,85,343,196,49,9,9,192.01,196,16678,0.6815,82,305,174.29,43.57,6,6,172.01,176,19635,73.06,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04541.html
1810,國立體育大學,運動保健學系A,遊憩與運動,,2,2,1,,,,1.75,,,,1,英文,生物,術科,5,378.43,244.15,48.83,9,9,240.01,245,45,0.121,5,328.72,212.08,42.42,15,15,210.01,215,111,22.29,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03904.html
1811,長榮大學,觀光與餐飲管理學系,遊憩與運動,,2,1,,1,,,,,,,,國文,英文,數乙,282,192.75,144.56,48.19,35,35,144.01,147,22928,0.6463,269,124.3,93.22,31.07,50,50,93.01,96,30907,81.08,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05125.html
1812,義守大學,觀光學系甲組,遊憩與運動,,2,1.5,,,,,,1,2,,,地理,國文,英文,94,309.9,190.71,47.68,13,13,188.01,192,17169,0.7015,94,265.45,163.35,40.84,14,14,160.01,164,21221,78.96,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04533.html
1813,真理大學,觀光事業學系,遊憩與運動,,1,1,,,,,,2,2,,,地理,歷史,英文,96,285.85,190.57,47.64,31,31,188.01,192,17169,0.7015,105,225.55,150.37,37.59,70,71,148.01,152,22643,84.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07915.html
1814,長榮大學,運動競技學系,遊憩與運動,,2,,,,,,,2,1,,,國文,歷史,地理,33,236.6,141.96,47.32,14,14,141.01,144,19390,0.7916,1,104.35,69.57,17.39,17,16,68.01,72,10289,96.44,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/05114.html
1815,義守大學,餐旅管理學系旅館管理組,遊憩與運動,,2,2,,,,,,2,1,,,國文,歷史,英文,99,330.4,188.8,47.2,8,8,188.01,192,17169,0.7015,100,268.8,153.6,38.4,11,12,152.01,156,22195,82.58,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04561.html
1816,中華大學,旅遊與休閒學系,遊憩與運動,,2,1,,,,,,2,2,1,,英文,國文,地理,30,372.2,232.62,46.52,10,10,230.01,235,16373,0.7599,35,236.85,148.03,29.61,25,25,145.01,150,20855,93.41,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04328.html
1817,義守大學,廚藝學系乙組,遊憩與運動,,2,2,,,,,,1,2,,,國文,英文,地理,105,325.46,185.98,46.49,8,9,184.01,188,17626,0.7202,72,315.3,180.17,45.04,6,6,180.01,184,18538,68.98,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04564.html
1818,國立高雄師範大學,體育學系,遊憩與運動,,2,2,,,,1,2,,,,1,英文,國文,生物,1,370.28,231.42,46.28,9,9,230.01,235,45,0.2206,1,360.62,225.39,45.08,8,8,225.01,230,40,16.53,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02214.html
1819,中華大學,觀光與會展活動學系,遊憩與運動,,2,1,,,,,,1,2,2,,英文,國文,地理,31,370.05,231.28,46.26,11,12,230.01,235,16373,0.7599,33,244.4,152.75,30.55,19,19,150.01,155,20723,92.82,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04329.html
1820,義守大學,觀光學系乙組,遊憩與運動,,2,2,,,,,,1,1.75,,,英文,國文,地理,111,308.5,182.81,45.7,10,10,180.01,184,18087,0.7391,103,255.6,151.47,37.87,13,13,148.01,152,22643,84.25,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04563.html
1821,中華大學,餐旅管理學系,遊憩與運動,,2,1,,,,,,2,2,1,,國文,歷史,英文,32,362.2,226.38,45.27,29,30,225.01,230,16785,0.779,31,253.2,158.25,31.65,11,11,155.01,160,20554,92.06,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04330.html
1822,國立嘉義大學,體育與健康休閒學系,遊憩與運動,,2,2,,2,,,,,,,1,英文,數乙,術科,3,316.58,180.9,45.23,12,12,180.01,184,145,0.2685,2,276.72,158.13,39.53,14,14,156.01,160,207,35.57,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10024.html
1823,義守大學,國際觀光餐旅學系(國際學院),遊憩與運動,,1,2,,,,,,1.5,1.5,,,英文,地理,歷史,124,264.7,176.47,44.12,13,13,176.01,180,18538,0.7575,108,221,147.33,36.83,14,14,144.01,148,23016,85.64,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04536.html
1824,國立臺中教育大學,體育學系,遊憩與運動,,2,2,2,,,,1,,,,1,數甲,國文,英文,6,352.17,220.11,44.02,7,7,220.01,225,81,0.2177,6,319.83,199.89,39.98,7,7,195.01,200,160,32.13,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/03110.html
1825,真理大學,運動資訊傳播學系,遊憩與運動,,2,2,,1,,,,2,,,,國文,英文,數乙,18,288.8,165.03,41.26,28,28,164.01,168,18787,0.7575,16,194.1,110.91,27.73,45,46,108.01,112,24632,89.7,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07932.html
1826,真理大學,觀光數位知識學系,遊憩與運動,,2,1.75,,2,,,,,,,,國文,數乙,英文,298,237.23,123.77,41.26,35,35,123.01,126,26828,0.7562,284,136.63,81.98,27.33,40,40,81.01,84,33165,87,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07929.html
1827,大葉大學,運動健康管理學系(運動治療組),遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,299,236.45,123.37,41.12,5,5,123.01,126,26828,0.7562,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04221.html
1828,真理大學,運動管理學系,遊憩與運動,,2,2,,1.5,,,,,,,,國文,英文,數乙,300,224.8,122.62,40.87,37,38,120.01,123,27390,0.772,279,155.7,84.93,28.31,48,49,84.01,87,32667,85.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/07913.html
1829,大葉大學,運動健康管理學系(運動健康指導組),遊憩與運動,,2,1,,,,,,2,2,,,國文,歷史,地理,133,286,163.43,40.86,15,15,160.01,164,20230,0.8266,151,195.85,111.91,27.98,18,18,108.01,112,25264,94,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04227.html
1830,大葉大學,觀光旅遊學系,遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,302,233.1,121.62,40.54,6,6,120.01,123,27390,0.772,158,186.05,106.31,26.58,26,15,104.01,108,25385,94.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04246.html
1831,大葉大學,餐旅管理學系,遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,304,228.2,119.06,39.69,13,13,117.01,120,27906,0.7866,147,199,113.71,28.43,11,11,112.01,116,25135,93.52,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04247.html
1832,玄奘大學,餐旅管理學系,遊憩與運動,,2,1,,,,,,2,2,,,國文,歷史,地理,139,273.42,156.24,39.06,30,30,156.01,160,20598,0.8417,139,214.8,122.74,30.69,5,5,120.01,124,24753,92.1,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/06510.html
1833,大葉大學,休閒事業管理學系(休閒企劃組),遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,308,202.1,105.44,35.15,19,19,105.01,108,29807,0.8402,302,99.4,51.86,17.29,67,45,51.01,54,36464,95.65,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04226.html
1834,大葉大學,烘焙暨飲料調製學士學位學程,遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,309,200.7,104.71,34.9,19,19,102.01,105,30256,0.8528,159,185.4,105.94,26.49,29,10,104.01,108,25385,94.45,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04216.html
1835,大葉大學,休閒事業管理學系(創新經營組),遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,310,196.1,102.31,34.1,21,21,102.01,105,30256,0.8528,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04218.html
1836,稻江科技暨管理學院,休閒遊憩管理學系,遊憩與運動,,2,1,,,,,,,,2,,國文,公民,英文,37,160.2,96.12,32.04,80,26,96.01,99,21187,0.9266,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13201.html
1837,大葉大學,婚禮企劃暨節慶管理學士學位學程,遊憩與運動,,2,2,,1.75,,,,,,,,國文,英文,數乙,312,177.3,92.5,30.83,31,31,90.01,93,31759,0.8952,145,206.3,117.89,29.47,35,18,116.01,120,24949,92.83,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04263.html
1838,稻江科技暨管理學院,餐飲管理學系,遊憩與運動,,2,2,,,,,,1,1,2,,國文,英文,公民,34,243.9,152.44,30.49,80,15,150.01,155,20109,0.9333,,,,,,,,,,,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/13206.html
1839,國立交通大學,資訊管理與財務金融學系財務金融組,管理,,1,2,,2,,,,,,,,數乙,英文,國文,3,454.1,272.46,90.82,3,3,270.01,273,239,0.0067,2,443.8,266.28,88.76,2,2,264.01,267,311,0.82,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01327.html
1840,國立臺灣大學,工商管理學系企業管理組,管理,,1,2,,2,,,,1,1,,,數乙,英文,國文,2,611.3,436.64,87.33,19,19,435.01,440,113,0.0048,4,608.5,434.64,86.93,20,20,430.01,435,162,0.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00120.html
1841,國立政治大學,企業管理學系,管理,,1,2,,2,,,,,,,,數乙,英文,國文,8,435.5,261.3,87.1,53,54,261.01,264,844,0.0238,9,423.1,253.86,84.62,47,47,252.01,255,1087,2.85,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00617.html
1842,國立政治大學,資訊管理學系社會組,管理,社會(前標),1,2,,2,,,,,,,,數乙,英文,國文,12,432.9,259.74,86.58,25,25,258.01,261,1160,0.0327,10,421.2,252.72,84.24,30,30,252.01,255,1087,2.85,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00624.html
1843,國立交通大學,管理科學系,管理,,1,2,,2,,,,,,,,數乙,英文,國文,14,428.9,257.34,85.78,28,28,255.01,258,1519,0.0428,15,415.7,249.42,83.14,24,24,249.01,252,1398,3.67,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01314.html
1844,國立臺灣大學,生物產業傳播暨發展學系,管理,,1.5,1.5,,1.5,,,,1,1,,,數乙,英文,國文,10,543.48,418.06,83.61,31,31,415.01,420,595,0.0251,11,535.58,411.98,82.4,30,31,410.01,415,705,2.69,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00163.html
1845,國立成功大學,企業管理學系,管理,英文(均標) ?學(均標),1,1.25,,1,,,,,,,,英文,數乙,國文,22,271.43,250.55,83.52,46,46,249.01,252,2398,0.0676,20,241.1,241.1,80.37,36,37,240.01,243,2573,6.75,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00417.html
1846,國立交通大學,資訊管理與財務金融學系資訊管理組,管理,,1,2,2,,,,,,,,,數甲,英文,國文,1,417.2,250.32,83.44,3,3,249.01,252,508,0.0208,1,415.7,249.42,83.14,4,4,249.01,252,612,2.56,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01320.html
1847,國立政治大學,公共行政學系,管理,,1,1.5,,1.25,,,,,,1.25,,英文,數乙,國文,1,416.6,333.28,83.32,21,21,332.01,336,1044,0.0468,1,397.65,318.12,79.53,23,23,316.01,320,1209,5.19,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00635.html
1848,國立臺灣師範大學,企業管理學系,管理,,1.5,2,,2,,,,,,,,英文,數乙,國文,24,457.5,249.55,83.18,17,17,249.01,252,2398,0.0676,23,438,238.91,79.64,25,25,237.01,240,2997,7.86,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00214.html
1849,國立臺灣大學,資訊管理學系,管理,,1,1,1,,1,1,,,,,,數甲,英文,國文,12,414.25,414.25,82.85,12,12,410.01,415,721,0.035,10,419.14,419.14,83.83,12,12,415.01,420,724,3.62,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00128.html
1850,國立臺北大學,企業管理學系,管理,,1.5,2,,2,,,,,,,,英文,數乙,國文,32,451,246,82,35,35,243.01,246,3445,0.0971,33,428.7,233.84,77.95,53,54,231.01,234,4007,10.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09902.html
1851,國立中興大學,企業管理學系,管理,,1,2,,2,,,,,,,,英文,數乙,國文,34,409.4,245.64,81.88,19,19,243.01,246,3445,0.0971,27,392.8,235.68,78.56,17,17,234.01,237,3487,9.15,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00304.html
1852,國立中興大學,行銷學系,管理,英聽(Ｂ級),1,2,,2,,,,,,,,數乙,英文,國文,35,409.3,245.58,81.86,13,13,243.01,246,3445,0.0971,29,392.3,235.38,78.46,13,13,234.01,237,3487,9.15,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00320.html
1853,國立中央大學,企業管理學系,管理,,1.5,2,,2,,,,,,,,英文,數乙,國文,36,450.1,245.51,81.84,57,57,243.01,246,3445,0.0971,32,429.14,234.08,78.03,54,55,234.01,237,3487,9.15,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01604.html
1854,國立政治大學,地政學系土地管理組,管理,,1.5,1.5,,1.5,,,,1,1,,,國文,英文,數乙,20,529.23,407.1,81.42,24,24,405.01,410,1013,0.0427,21,517.05,397.73,79.55,26,26,395.01,400,1433,5.46,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00637.html
1855,國立中山大學,企業管理學系,管理,,1.75,1.75,,1.5,,,,,,,,英文,國文,數乙,37,407.03,244.22,81.41,32,32,243.01,246,3445,0.0971,35,386.55,231.93,77.31,29,29,231.01,234,4007,10.51,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02705.html
1856,國立臺北大學,休閒運動管理學系,管理,,1.5,2,,2,,,,,,,,英文,數乙,國文,39,446.9,243.76,81.25,4,4,243.01,246,3445,0.0971,38,380.5,228.3,76.1,6,6,228.01,231,4546,11.93,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09917.html
1857,國立中山大學,資訊管理學系(社會組),管理,,1.5,2,,2,,,,,1,,,英文,數乙,國文,1,526.5,324,81,11,11,320.01,324,1751,0.0735,1,507.4,312.25,78.06,9,9,312.01,316,1923,7.3,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02707.html
1858,國立臺灣大學,工商管理學系科技管理組,管理,,1,2,2,,1,1,,,,,,數甲,英文,國文,23,565.7,404.07,80.81,14,14,400.01,405,1110,0.0539,27,564.5,403.21,80.64,14,14,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00124.html
1859,臺北醫學大學,醫務管理學系,管理,,1.25,1.5,,1.25,,,,,,,,英文,數乙,國文,43,323,242.25,80.75,14,14,240.01,243,4012,0.1131,42,282.35,225.88,75.29,17,18,225.01,228,5094,13.36,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/10902.html
1860,國立清華大學,工學院學士班,管理,,1,1,1,,1,1,,,,,,英文,物理,數甲,25,403.45,403.45,80.69,4,4,400.01,405,1110,0.0539,29,402.9,402.9,80.58,5,5,400.01,405,1325,6.63,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01123.html
1861,國立政治大學,地政學系土地資源規劃組,管理,,1.5,1.5,,1.5,,,,1,1,,,國文,英文,數乙,26,524.3,403.31,80.66,26,26,400.01,405,1287,0.0543,28,512.63,394.33,78.87,32,32,390.01,395,1719,6.55,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00636.html
1862,國立臺北大學,公共行政暨政策學系,管理,,1.5,1.5,,1,,,,,,1.5,,公民,國文,英文,5,441.75,321.27,80.32,44,44,320.01,324,1925,0.0864,4,414.5,301.45,75.36,48,49,300.01,304,2316,9.95,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09908.html
1863,國立中正大學,企業管理學系,管理,,1.5,2,,2,,,,,,,,英文,數乙,國文,47,439.6,239.78,79.93,50,50,237.01,240,4618,0.1302,41,414.5,226.09,75.36,64,64,225.01,228,5094,13.36,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/04114.html
1864,國立彰化師範大學,資訊管理學系資訊管理組,管理,,1,2,,2,,,,,,,,英文,數乙,國文,48,398.8,239.28,79.76,7,7,237.01,240,4618,0.1302,43,374.9,224.94,74.98,8,8,222.01,225,5648,14.82,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/02306.html
1865,國立臺灣大學,農業經濟學系,管理,,1.5,2,2,,,,,,,,,英文,數甲,國文,3,436.6,238.15,79.38,23,23,237.01,240,1422,0.0583,3,437.4,238.58,79.53,22,22,237.01,240,1458,6.09,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00150.html
1866,國立臺灣師範大學,東亞學系,管理,,2,2,,1,,,,,,1,,國文,英文,數乙,8,476,317.33,79.33,22,23,316.01,320,2266,0.1017,6,451.3,300.87,75.22,12,12,300.01,304,2316,9.95,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/00215.html
1867,國立清華大學,人文社會學院學士班,管理,,1.5,1.5,,1,,,,1,,1,,英文,國文,數乙,20,474.35,395.29,79.06,31,31,395.01,400,1687,0.0767,20,455.3,379.42,75.88,29,30,375.01,380,2248,9.78,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/01122.html
1868,國立臺北大學,不動產與城鄉環境學系,管理,,1,1.5,,1.5,,,,,1,,,英文,數乙,地理,2,394.63,315.7,78.93,38,38,312.01,316,2384,0.1001,2,379.63,303.7,75.93,39,39,300.01,304,2949,11.19,https://campus4.ncku.edu.tw/uac/cross_search/dept_info/09901.html
